line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
6620;tet;Tetum;Tetum language;;poz-tim;Timoric;;;;Latn;Tetun;
6621;teu;Soo;Soo language;;ssa-klk;Kuliak;;;;;;
6622;tev;Teor;Teor language;;poz-cma;Central Maluku;;;;;;
6623;tew;Tewa;Tewa language;;nai-kta;Kiowa-Tanoan;;;;Latn;Tano,Santa Clara Tewa,San Ildefonso Tewa,Tesuque Tewa,Nambe Tewa,Ohkay Owingeh,Pojoaque;
6624;tex;Tennet;Tennet language;;sdv;Eastern Sudanic;;;;;;
6625;tey;Tulishi;Tulishi language;;qfa-kad;Kadu;;;;Latn;;
6626;tez;Tetserret;Tetserret language;;ber;Berber;;;;Latn;Tin Sert;
6627;tfi;Tofin Gbe;Tofin Gbe language;;alv-pph;Phla–Pherá;;;;;;
6628;tfn;Dena'ina;Dena'ina language;;ath-nor;North Athabaskan;;;;Latn;Tanaina;
6629;tfo;Tefaro;Tefaro language;;paa-egb;East Geelvink Bay;;;;;;
6630;tfr;Teribe;Teribe language;;cba;Chibchan;;;;;;
6631;tft;Ternate;Ternate language;;paa-nha;North Halmahera;;;;Latn,Arab;;
6632;tg;Tajik;Tajik language;;ira-swi;Southwestern Iranian;sortkey;autodetect;;Cyrl,fa-Arab,Latn;;
6633;tga;Sagalla;Sagalla language;;bnt-cht;Chaga-Taita;;;;;;
6634;tgb;Tobilung;Tobilung language;;poz-san;Sabahan;;;;;;
6635;tgc;Tigak;Tigak language;;poz-ocw;Western Oceanic;;;;;;
6636;tgd;Ciwogai;Ciwogai language;;cdc-wst;West Chadic;;;;;;
6637;tge;Eastern Gorkha Tamang;Eastern Gorkha Tamang language;;sit-tam;Tamangic;;;;;;
6638;tgf;Chali;Chali language;;sit-ebo;East Bodish;;;;Tibt;Chalikha,Chalipkha,Tshali,Tshalingpa;
6639;tgh;Tobagonian Creole English;Tobagonian Creole English language;;crp;creole or pidgin;;;;;;
6640;tgi;Lawunuia;Lawunuia language;;poz-ocw;Western Oceanic;;;;;;
6641;tgn;Tandaganon;Tandaganon language;;phi;Philippine;;;;;;
6642;tgo;Sudest;Sudest language;;poz-ocw;Western Oceanic;;;;;;
6643;tgp;Tangoa;Tangoa language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
6644;tgq;Tring;Tring language;;poz-swa;North Sarawakan;;;;;;
6645;tgr;Tareng;Tareng language;;mkh;Mon-Khmer;;;;;;
6646;tgs;Nume;Nume language;;poz-vnc;North-Central Vanuatu;;;;;;
6647;tgt;Central Tagbanwa;Central Tagbanwa language;;phi;Philippine;;;;Tagb;;
6648;tgu;Tanggu;Tanggu language;;paa;Papuan;;;;Latn;;
6649;tgv;Tingui-Boto;Tingui-Boto language;;sai-mje;Macro-Jê;;;;;;
6650;tgw;Tagwana Senoufo;Tagwana Senoufo language;;alv-tdj;Tagwana-Djimini;;;;;;
6651;tgx;Tagish;Tagish language;;ath-nor;North Athabaskan;;;;Latn;;
6652;tgy;Togoyo;Togoyo language;;nic-ser;Sere;;;;;;
6653;th;Thai;Thai language;;tai-swe;Southwestern Tai;sortkey;;;Thai,Brai;;
6654;thc;Tai Hang Tong;Tai Hang Tong language;;tai-nor;Northern Tai;;;;;;
6655;thd;Kuuk Thaayorre;Kuuk Thaayorre language;;aus-pmn;Paman;;;;Latn;Thaayorre,Thayore;
6656;the;Chitwania Tharu;Chitwania Tharu language;;inc-eas;Eastern Indo-Aryan;;;;;;
6657;thf;Thangmi;Thangmi language;;sit-new;Newaric;;;;;;
6658;thh;Northern Tarahumara;Northern Tarahumara language;;azc-trc;Taracahitic;;;;Latn;;
6659;thi;Tai Long;Tai Long language;;tai-swe;Southwestern Tai;;;;;;
6660;thk;Tharaka;Tharaka language;;bnt-kka;Kikuyu-Kamba;;;;;;
6661;thl;Dangaura Tharu;Dangaura Tharu language;;inc-eas;Eastern Indo-Aryan;;;;;;
6662;thm;Thavung;Thavung language;;mkh-vie;Vietic;sortkey;;;Thai;Aheu,So (Thavung);
6663;thn;Thachanadan;Thachanadan language;;dra;Dravidian;;;;;;
6664;thp;Thompson;Thompson language;;sal;Salishan;;;;;;
6665;thq;Kochila Tharu;Kochila Tharu language;;inc-eas;Eastern Indo-Aryan;;;;;;
6666;thr;Rana Tharu;Rana Tharu language;;inc-eas;Eastern Indo-Aryan;;;;;;
6667;ths;Thakali;Thakali language;;sit-tam;Tamangic;;;;;;
6668;tht;Tahltan;Tahltan language;;ath-nor;North Athabaskan;;;;Latn;;
6669;thu;Thuri;Thuri language;;sdv-lon;Northern Luo;;;;;;
6670;thy;Tha;Tha language;;alv-bwj;Bikwin-Jen;;;;;;
6671;ti;Tigrinya;Tigrinya language;;sem-eth;Ethiopian Semitic;;;;Ethi;;
6672;tic;Tira;Tira language;;alv-hei;Heiban;;;;;;
6673;tif;Tifal;Tifal language;;ngf-okk;Ok;;;;;;
6674;tig;Tigre;Tigre language;;sem-eth;Ethiopian Semitic;;;;Ethi;;
6675;tih;Timugon Murut;Timugon Murut language;;poz-san;Sabahan;;;;;;
6676;tii;Tiene;Tiene language;;bnt-tek;Teke;;;;;;
6677;tij;Tilung;Tilung language;;sit-kiw;Western Kiranti;;;;;;
6678;tik;Tikar;Tikar language;;nic-bdn;Northern Bantoid;;;;Latn;;
6679;til;Tillamook;Tillamook language;;sal;Salishan;;;;;;
6680;tim;Timbe;Timbe language;;ngf;Trans-New Guinea;;;;;;
6681;tin;Tindi;Tindi language;;cau-ava;Avaro-Andian;;;;Cyrl;;
6682;tio;Teop;Teop language;;poz-ocw;Western Oceanic;;;;;;
6683;tip;Trimuris;Trimuris language;;paa-tkw;Tor-Kwerba;;;;;;
6684;tiq;Tiéfo;Tiéfo language;;alv-sav;Savanna;;;;;;
6685;tis;Masadiit Itneg;Masadiit Itneg language;;phi;Philippine;;;;;;
6686;tit;Tinigua;Tinigua language;;;;;;;;
6687;tiu;Adasen;Adasen language;;phi;Philippine;;;;;;
6688;tiv;Tiv;Tiv language;;nic-tvc;Central Tivoid;;;;Latn;Tivi;
6689;tiw;Tiwi;Tiwi language;;qfa-iso;isolate;;;;Latn;;
6690;tix;Southern Tiwa;Southern Tiwa language;;nai-kta;Kiowa-Tanoan;;;;Latn;Isleta,Isleta Tiwa,Isleta Pueblo,Sandia,Sandia Tiwa,Sandia Pueblo;
6691;tiy;Tiruray;Tiruray language;;phi;Philippine;;;;Latn;;
6692;tiz;Tai Hongjin;Tai Hongjin language;;tai-swe;Southwestern Tai;;;;;;
6693;tja;Tajuasohn;Tajuasohn language;;kro-wkr;Western Kru;;;;;;
6694;tjg;Tunjung;Tunjung language;;poz;Malayo-Polynesian;;;;;;
6695;tji;Northern Tujia;Northern Tujia language;;sit-tja;Tujia;;;;;;
6696;tjl;Tai Laing;Tai Laing language;;tai-swe;Southwestern Tai;;;;Mymr;;
6697;tjm;Timucua;Timucua language;;qfa-iso;isolate;;;;;;
6698;tjn;Tonjon;Tonjon language;;dmn-jje;Jogo-Jeri;;;;;;
6699;tjs;Southern Tujia;Southern Tujia language;;sit-tja;Tujia;;;;Latn;;
6700;tju;Tjurruru;Tjurruru language;;aus-nga;Ngayarda;;;;Latn;;
6701;tjw;Chaap Wuurong;Chaap Wuurong language;;aus-pam;Pama-Nyungan;;;;Latn;Djabwurrung,Djab Wurrung,Tjapwurrung;
6702;tk;Turkmen;Turkmen language;;trk-ogz;Oghuz;;autodetect;;Latn,Cyrl,Arab;;
6703;tka;Truká;Truká language;;;;;;;;
6704;tkb;Buksa;Buksa language;;inc-eas;Eastern Indo-Aryan;;;;;;
6705;tkd;Tukudede;Tukudede language;;poz-tim;Timoric;;;;Latn;;
6706;tke;Takwane;Takwane language;;bnt-mak;Makua;;;;;;
6707;tkf;Tukumanféd;Tukumanféd language;;tup-gua;Tupi-Guarani;;;;Latn;;
6708;tkl;Tokelauan;Tokelauan language;;poz-pnp;Nuclear Polynesian;;;;Latn;;
6709;tkm;Takelma;Takelma language;;;;;;;;
6710;tkn;Toku-No-Shima;Toku-No-Shima language;;jpx-ryu;Ryukyuan;;;;Jpan;;
6711;tkp;Tikopia;Tikopia language;;poz-pnp;Nuclear Polynesian;;;;Latn;;
6712;tkq;Tee;Tee language;;nic-ogo;Ogoni;;;;Latn;;
6713;tkr;Tsakhur;Tsakhur language;;cau-lzg;Lezghian;;;;Cyrl;Caxur,Tsaxur;
6714;tks;Ramandi;Ramandi language;;xme-ttc;Tatic;;;;;Takestani;
6715;tkt;Kathoriya Tharu;Kathoriya Tharu language;;inc-eas;Eastern Indo-Aryan;;;;;;
6716;tku;Upper Necaxa Totonac;Upper Necaxa Totonac language;;nai-ttn;Totonacan;;;;Latn;;
6717;tkv;Mur Pano;Mur Pano language;;poz-ocw;Western Oceanic;;;;Latn;Pano;
6718;tkw;Teanu;Teanu language;;poz-oce;Oceanic;;;;Latn;;
6719;tkx;Tangko;Tangko language;;ngf-okk;Ok;;;;;;
6720;tkz;Takua;Takua language;;mkh;Mon-Khmer;;;;;;
6721;tl;Tagalog;Tagalog language;;phi;Philippine;;autodetect;;Latn,Tglg;;
6722;tla;Southwestern Tepehuan;Southwestern Tepehuan language;;azc;Uto-Aztecan;;;;Latn;;
6723;tlb;Tobelo;Tobelo language;;paa-nha;North Halmahera;;;;;;
6724;tlc;Misantla Totonac;Misantla Totonac language;;nai-ttn;Totonacan;;;;Latn;Yecuatla Totonac;
6725;tld;Talaud;Talaud language;;phi;Philippine;;;;;;
6726;tlf;Telefol;Telefol language;;ngf-okk;Ok;;;;;;
6727;tlg;Tofanma;Tofanma language;;paa-pau;Pauwasi;;;;;;
6728;tlh;Klingon;Klingon language;appendix-constructed;art;constructed;;;;Latn;;
6729;tli;Tlingit;Tlingit language;;xnd;Na-Dene;;;;Latn,Cyrl;;
6730;tlj;Talinga-Bwisi;Talinga-Bwisi language;;bnt-haj;Haya-Jita;;;;;;
6731;tlk;Taloki;Taloki language;;poz-btk;Bungku-Tolaki;;;;;;
6732;tll;Tetela;Tetela language;;bnt-tet;Tetela;;;;;;
6733;tlm;Tolomako;Tolomako language;;poz-vnc;North-Central Vanuatu;;;;;;
6734;tln;Talondo';Talondo' language;;poz-ssw;South Sulawesi;;;;;;
6735;tlo;Talodi;Talodi language;;alv-tal;Talodi;;;;;;
6736;tlp;Filomena Mata-Coahuitlán Totonac;Filomena Mata-Coahuitlán Totonac language;;nai-ttn;Totonacan;;;;Latn;;
6737;tlq;Tai Loi;Tai Loi language;;mkh-pal;Palaungic;;;;;;
6738;tlr;Talise;Talise language;;poz-sls;Southeast Solomonic;;;;;;
6739;tls;Tambotalo;Tambotalo language;;poz-vnc;North-Central Vanuatu;;;;;;
6740;tlt;Teluti;Teluti language;;poz-cma;Central Maluku;;;;;Sou Nama;
6741;tlu;Tulehu;Tulehu language;;poz-cma;Central Maluku;;;;;;
6742;tlv;Taliabu;Taliabu language;;poz-cma;Central Maluku;;;;Latn;Soboyo;
6743;tlx;Khehek;Khehek language;;poz-aay;Admiralty Islands;;;;;;
6744;tly;Talysh;Talysh language;;xme-ttc;Tatic;;;;Latn,Cyrl,fa-Arab;Talyshi,Talishi,Taleshi,Tolashi,Asalemi,Anbarani;
6745;tma;Tama (Chad);Tama (Chad) language;;sdv-tmn;Taman;;;;;Tama;
6746;tmb;Avava;Avava language;;poz-vnc;North-Central Vanuatu;;;;;;
6747;tmc;Tumak;Tumak language;;cdc-est;East Chadic;;;;;;
6748;tmd;Haruai;Haruai language;;ngf-mad;Madang;;;;;;
6749;tme;Tremembé;Tremembé language;;;;;;;;
6750;tmf;Toba-Maskoy;Toba-Maskoy language;;sai-mas;Mascoian;;;;;;
6751;tmg;Ternateño;Ternateño language;;;;;;;;
6752;tmh;Tuareg;Tuareg language;;ber;Berber;;autodetect;;Latn,Tfng,Arab;Tamashek,Tamahaq,Tamajaq,Tamasheq;
6753;tmi;Tutuba;Tutuba language;;poz-vnc;North-Central Vanuatu;;;;;;
6754;tmj;Samarokena;Samarokena language;;paa-tkw;Tor-Kwerba;;;;;;
6755;tmk;Northwestern Tamang;Northwestern Tamang language;;sit-tam;Tamangic;;;;;;
6756;tml;Tamnim Citak;Tamnim Citak language;;ngf;Trans-New Guinea;;;;;;
6757;tmm;Tai Thanh;Tai Thanh language;;tai-swe;Southwestern Tai;;;;;;
6758;tmn;Taman (Indonesia);Taman (Indonesia) language;;poz;Malayo-Polynesian;;;;Latn;Taman;
6759;tmo;Temoq;Temoq language;;mkh-asl;Aslian;;;;;;
6760;tmp;Tai Mène;Tai Mène language;;tai-nor;Northern Tai;;;;;;
6761;tmq;Tumleo;Tumleo language;;poz-ocw;Western Oceanic;;;;;;
6762;tms;Tima;Tima language;;nic-ktl;Katloid;;;;;;
6763;tmt;Tasmate;Tasmate language;;poz-vnc;North-Central Vanuatu;;;;;;
6764;tmu;Iau;Iau language;;paa-lkp;Lakes Plain;;;;;Turu;
6765;tmv;Motembo;Motembo language;;bnt-bun;Buja-Ngombe;;;;;Tembo;
6766;tmy;Tami;Tami language;;poz-oce;Oceanic;;;;;;
6767;tmz;Tamanaku;Tamanaku language;;sai-ven;Venezuelan Cariban;;;;Latn;;
6768;tn;Tswana;Tswana language;;bnt-sts;Sotho-Tswana;;;;Latn;;
6769;tna;Tacana;Tacana language;;sai-tac;Tacanan;;;;Latn;;
6770;tnb;Western Tunebo;Western Tunebo language;;cba;Chibchan;;;;;;
6771;tnc;Tanimuca-Retuarã;Tanimuca-Retuarã language;;sai-tuc;Tucanoan;;;;Latn;;
6772;tnd;Angosturas Tunebo;Angosturas Tunebo language;;cba;Chibchan;;;;;;
6773;tne;Tinoc Kallahan;Tinoc Kallahan language;;;;;;;;
6774;tng;Tobanga;Tobanga language;;cdc-est;East Chadic;;;;;;
6775;tnh;Maiani;Maiani language;;ngf-mad;Madang;;;;Latn;;
6776;tni;Tandia;Tandia language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
6777;tnk;Kwamera;Kwamera language;;poz-oce;Oceanic;;;;;;
6778;tnl;Lenakel;Lenakel language;;poz-oce;Oceanic;;;;;;
6779;tnm;Tabla;Tabla language;;paa-sen;Sentani;;;;;;
6780;tnn;North Tanna;North Tanna language;;poz-oce;Oceanic;;;;;;
6781;tno;Toromono;Toromono language;;sai-tac;Tacanan;;;;Latn;;
6782;tnp;Whitesands;Whitesands language;;poz-oce;Oceanic;;;;;;
6783;tnq;Taíno;Taíno language;;awd-taa;Ta-Arawakan;;;;Latn;Taino;
6784;tnr;Bedik;Bedik language;;alv-ten;Tenda;;;;;;
6785;tns;Tenis;Tenis language;;poz-ocw;Western Oceanic;;;;;;
6786;tnt;Tontemboan;Tontemboan language;;phi;Philippine;;;;Latn;;
6787;tnu;Tay Khang;Tay Khang language;;tai;Tai;;;;;;
6788;tnv;Tangchangya;Tangchangya language;;inc-eas;Eastern Indo-Aryan;;;;Cakm;;
6789;tnw;Tonsawang;Tonsawang language;;phi;Philippine;;;;;;
6790;tnx;Tanema;Tanema language;;poz-oce;Oceanic;;;;;;
6791;tny;Tongwe;Tongwe language;;bnt;Bantu;;;;;;
6792;tnz;Ten'edn;Ten'edn language;;mkh-asl;Aslian;;;;Latn;Tonga;
6793;to;Tongan;Tongan language;;poz-pol;Polynesian;sortkey;autodetect;;Latn;;
6794;tob;Toba;Toba language;;sai-guc;Guaicuruan;;;;Latn;Chaco Sur,Namqom,Qom,Toba Qom;
6795;toc;Coyutla Totonac;Coyutla Totonac language;;nai-ttn;Totonacan;;;;Latn;;
6796;tod;Toma;Toma language;;dmn-msw;Southwestern Mande;;;;;;
6797;tof;Gizrra;Gizrra language;;;;;;;;
6798;tog;Tonga (Malawi);Tonga (Malawi) language;;bnt-nys;Nyasa;;;;Latn;Kitonga,Chitonga,Siska,Sisya,Tonga,Western Nyasa;
6799;toh;Tonga (Mozambique);Tonga (Mozambique) language;;bnt-bso;Southern Bantu;;;;;Gitonga,Tonga;
6800;toi;Tonga (Zambia);Tonga (Zambia) language;;bnt-bot;Botatwe;;;;;Tonga,Chitonga,Plateau Tonga,Zambezi;
6801;toj;Tojolabal;Tojolabal language;;myn;Mayan;;;;;;
6802;tok;Toki Pona;Toki Pona language;appendix-constructed;art;constructed;;;;Latn;;
6803;tol;Tolowa;Tolowa language;;ath-pco;Pacific Coast Athabaskan;;;;Latn;Smith River,Smith River Tolowa;
6804;tom;Tombulu;Tombulu language;;phi;Philippine;;;;;;
6805;too;Xicotepec de Juárez Totonac;Xicotepec de Juárez Totonac language;;nai-ttn;Totonacan;;;;Latn;;
6806;top;Papantla Totonac;Papantla Totonac language;;nai-ttn;Totonacan;;;;Latn;;
6807;toq;Toposa;Toposa language;;sdv-ttu;Teso-Turkana;;;;;;
6808;tor;Togbo-Vara Banda;Togbo-Vara Banda language;;bad-cnt;Central Banda;;;;;;
6809;tos;Highland Totonac;Highland Totonac language;;nai-ttn;Totonacan;;;;Latn;;
6810;tou;Tho;Tho language;;mkh-vie;Vietic;;;;;;
6811;tov;Upper Taromi;Upper Taromi language;;xme-ttc;Tatic;;;;;;
6812;tow;Jemez;Jemez language;;nai-kta;Kiowa-Tanoan;;;;Latn;Towa;
6813;tox;Tobian;Tobian language;;poz-mic;Micronesian;;;;;;
6814;toy;Topoiyo;Topoiyo language;;poz-kal;Kaili-Pamona;;;;;;
6815;toz;To;To language;;alv-mbm;Mbum;;;;;;
6816;tpa;Taupota;Taupota language;;poz-ocw;Western Oceanic;;;;;;
6817;tpc;Azoyú Me'phaa;Azoyú Me'phaa language;;omq;Oto-Manguean;;;;;;
6818;tpe;Tippera;Tippera language;;tbq-bdg;Bodo-Garo;;;;;;
6819;tpf;Tarpia;Tarpia language;;poz-ocw;Western Oceanic;;;;;;
6820;tpg;Kula;Kula language;;qfa-tap;Timor-Alor-Pantar;;;;;;
6821;tpi;Tok Pisin;Tok Pisin language;;crp;creole or pidgin;;;;Latn;Melanesian Pidgin English,Neo-Melanesian,New Guinea Pidgin;
6822;tpj;Tapieté;Tapieté language;;;;;;;;
6823;tpk;Tupinikin;Tupinikin language;;tup-gua;Tupi-Guarani;;;;;Coastal Tupi,Tupiniquim;
6824;tpl;Tlacoapa Me'phaa;Tlacoapa Me'phaa language;;omq;Oto-Manguean;;;;;;
6825;tpm;Tampulma;Tampulma language;;nic-gnw;Western Gurunsi;;;;;;
6826;tpn;Tupinambá;Tupinambá language;;tup-gua;Tupi-Guarani;;;;Latn;;
6827;tpo;Tai Pao;Tai Pao language;;tai-nor;Northern Tai;;;;;;
6828;tpp;Pisaflores Tepehua;Pisaflores Tepehua language;;nai-ttn;Totonacan;;;;;;
6829;tpq;Tukpa;Tukpa language;;sit-las;Lahuli-Spiti;;;;;;
6830;tpr;Tuparí;Tuparí language;;tup;Tupian;;;;Latn;;
6831;tpt;Tlachichilco Tepehua;Tlachichilco Tepehua language;;nai-ttn;Totonacan;;;;;;
6832;tpu;Tampuan;Tampuan language;;mkh-ban;Bahnaric;;;;;;
6833;tpv;Tanapag;Tanapag language;;poz-mic;Micronesian;;;;;;
6834;tpw;Old Tupi;Old Tupi language;;tup-gua;Tupi-Guarani;;;;Latn;Classical Tupi;
6835;tpx;Acatepec Me'phaa;Acatepec Me'phaa language;;omq;Oto-Manguean;;;;;;
6836;tpy;Trumai;Trumai language;;qfa-iso;isolate;;;;;;
6837;tpz;Tinputz;Tinputz language;;poz-ocw;Western Oceanic;;;;;;
6838;tqb;Tembé;Tembé language;;tup-gua;Tupi-Guarani;;;;Latn;;
6839;tql;Lehali;Lehali language;;poz-oce;Oceanic;;;;;;
6840;tqm;Turumsa;Turumsa language;;paa;Papuan;;;;;;
6841;tqn;Tenino;Tenino language;;nai-shp;Sahaptian;;;;Latn;;
6842;tqo;Toaripi;Toaripi language;;ngf;Trans-New Guinea;;;;;;
6843;tqp;Tomoip;Tomoip language;;poz-ocw;Western Oceanic;;;;;;
6844;tqq;Tunni;Tunni language;;cus-eas;East Cushitic;;;;;;
6845;tqr;Torona;Torona language;;alv-tal;Talodi;;;;;;
6846;tqt;Western Totonac;Western Totonac language;;nai-ttn;Totonacan;;;;Latn;;
6847;tqu;Touo;Touo language;;;;;;;;
6848;tqw;Tonkawa;Tonkawa language;;qfa-iso;isolate;;;;;;
6849;tr;Turkish;Turkish language;;trk-ogz;Oghuz;;;;Latn;;
6850;tra;Tirahi;Tirahi language;;inc-dar;Dardic;;;;;;
6851;trb;Terebu;Terebu language;;poz-ocw;Western Oceanic;;;;;;
6852;trc;Copala Triqui;Copala Triqui language;;omq-tri;Trique;;;;Latn;;
6853;trd;Turi;Turi language;;mun;Munda;;;;;;
6854;tre;East Tarangan;East Tarangan language;;poz;Malayo-Polynesian;;;;;;
6855;trf;Trinidadian Creole English;Trinidadian Creole English language;;crp;creole or pidgin;;;;;;
6856;trg;Lishán Didán;Lishán Didán language;;sem-nna;Northeastern Neo-Aramaic;;;;;;
6857;trh;Turaka;Turaka language;;ngf;Trans-New Guinea;;;;;;
6858;tri;Trió;Trió language;;sai-tar;Taranoan;;;;Latn;Trio,Tiriyó,Tarano;
6859;trj;Toram;Toram language;;cdc-est;East Chadic;;;;;;
6860;trk-dkh;Dukhan;Dukhan language;;trk-sib;Siberian Turkic;;;exceptional;Latn,Cyrl,Mong;;
6861;trk-oat;Old Anatolian Turkish;Old Anatolian Turkish language;;trk-ogz;Oghuz;;;exceptional;ota-Arab;;
6862;trk-pro;Proto-Turkic;Proto-Turkic language;reconstructed;trk;Turkic;;;exceptional;Latinx;;
6863;trl;Traveller Scottish;Traveller Scottish language;;;;;;;;
6864;trm;Tregami;Tregami language;;nur-sou;Southern Nuristani;;;;;;
6865;trn;Trinitario;Trinitario language;;awd;Arawakan;;;;;Trinitario Moxos,Moxo,Moxos,Mojo,Moxa;
6866;tro;Tarao;Tarao language;;tbq-kuk;Kukish;;;;Latn;Tarao Naga,Taraotrong,Tarau;
6867;trp;Kokborok;Kokborok language;;tbq-bdg;Bodo-Garo;;;;;;
6868;trq;San Martín Itunyoso Triqui;San Martín Itunyoso Triqui language;;omq-tri;Trique;;;;Latn;;
6869;trr;Taushiro;Taushiro language;;;;;;;;
6870;trs;Chicahuaxtla Triqui;Chicahuaxtla Triqui language;;omq-tri;Trique;;;;Latn;;
6871;trt;Tunggare;Tunggare language;;paa-egb;East Geelvink Bay;;;;;;
6872;tru;Turoyo;Turoyo language;;sem-cna;Central Neo-Aramaic;;autodetect;;Syrc,Latn;;
6873;trv;Taroko;Taroko language;;map-ata;Atayalic;;;;Latn;Seediq;
6874;trw;Torwali;Torwali language;;inc-dar;Dardic;;;;ur-Arab;;
6875;trx;Tringgus;Tringgus language;;day;Land Dayak;;;;;Tringus,Tringgus-Sembaan Bidayuh;
6876;try;Turung;Turung language;;tai-swe;Southwestern Tai;;;;as-Beng;Tai Turung;
6877;trz;Torá;Torá language;;sai-cpc;Chapacuran;;;;;;
6878;ts;Tsonga;Tsonga language;;bnt-tsr;Tswa-Ronga;;;;Latn;;
6879;tsa;Tsaangi;Tsaangi language;;bnt-nze;Nzebi;;;;;;
6880;tsb;Tsamai;Tsamai language;;cus-eas;East Cushitic;;;;;;
6881;tsc;Tswa;Tswa language;;bnt-tsr;Tswa-Ronga;;;;;;
6882;tsd;Tsakonian;Tsakonian language;;grk;Hellenic;sortkey;autodetect;;Grek;;
6883;tse;Tunisian Sign Language;Tunisian Sign Language;;sgn;sign;;;;;;
6884;tsf;Southwestern Tamang;Southwestern Tamang language;;sit-tam;Tamangic;;;;;;
6885;tsg;Tausug;Tausug language;;phi;Philippine;;;;Latn,Arab;Sūg;
6886;tsh;Tsuvan;Tsuvan language;;cdc-cbm;Central Chadic;;;;;;
6887;tsi;Tsimshian;Tsimshian language;;nai-tsi;Tsimshianic;;;;;;
6888;tsj;Tshangla;Tshangla language;;sit-tsk;Tshangla;;;;Latn,Deva,Tibt;Sharchop;
6889;tsl;Ts'ün-Lao;Ts'ün-Lao language;;tai;Tai;;;;;;
6890;tsm;Turkish Sign Language;Turkish Sign Language;;sgn;sign;;;;;;
6891;tsp;Northern Toussian;Northern Toussian language;;alv-sav;Savanna;;;;;;
6892;tsq;Thai Sign Language;Thai Sign Language;;sgn;sign;;;;Sgnw;;
6893;tsr;Akei;Akei language;;poz-vnc;North-Central Vanuatu;;;;;;
6894;tss;Taiwan Sign Language;Taiwan Sign Language;;sgn-jsl;Japanese Sign Languages;;;;;;
6895;tsu;Tsou;Tsou language;;map;Austronesian;;;;Latn;;
6896;tsv;Tsogo;Tsogo language;;bnt-tso;Tsogo;;;;;;
6897;tsw;Tsishingini;Tsishingini language;;nic-kam;Kambari;;;;;;
6898;tsx;Mubami;Mubami language;;ngf;Trans-New Guinea;;;;;;
6899;tsy;Tebul Sign Language;Tebul Sign Language;;sgn;sign;;;;;;
6900;tt;Tatar;Tatar language;;trk-kbu;Kipchak-Bulgar;;;;Cyrl,Latn,tt-Arab;;
6901;tta;Tutelo;Tutelo language;;sio-ohv;Ohio Valley Siouan;;;;;;
6902;ttb;Gaa;Gaa language;;nic-dak;Dakoid;;;;;;
6903;ttc;Tektiteko;Tektiteko language;;myn;Mayan;;;;;;
6904;ttd;Tauade;Tauade language;;;;;;;;
6905;tte;Bwanabwana;Bwanabwana language;;poz-ocw;Western Oceanic;;;;Latn;Tubetube;
6906;ttf;Tuotomb;Tuotomb language;;nic-mbw;West Mbam;;;;Latn;;
6907;ttg;Tutong;Tutong language;;poz-swa;North Sarawakan;;;;;;
6908;tth;Upper Ta'oih;Upper Ta'oih language;;mkh-kat;Katuic;;;;;;
6909;tti;Tobati;Tobati language;;poz-ocw;Western Oceanic;;;;;;
6910;ttj;Tooro;Tooro language;;bnt-nyg;Nyoro-Ganda;;;;;;
6911;ttk;Totoro;Totoro language;;sai-bar;Barbacoan;;;;;;
6912;ttl;Totela;Totela language;;bnt-bot;Botatwe;;;;;;
6913;ttm;Northern Tutchone;Northern Tutchone language;;ath-nor;North Athabaskan;;;;Latn;;
6914;ttn;Towei;Towei language;;paa-pau;Pauwasi;;;;;;
6915;tto;Lower Ta'oih;Lower Ta'oih language;;mkh-kat;Katuic;;;;;;
6916;ttp;Tombelala;Tombelala language;;poz-kal;Kaili-Pamona;;;;;;
6917;ttr;Tera;Tera language;;cdc-cbm;Central Chadic;;;;;;
6918;tts;Isan;Isan language;;tai-swe;Southwestern Tai;sortkey;;;Thai;;
6919;ttt;Tat;Tat language;;ira-swi;Southwestern Iranian;;;;Cyrl,Latn,Armn,fa-Arab;Caucasian Tat,Muslim Tat,Armeno-Tat;
6920;ttu;Torau;Torau language;;poz-ocw;Western Oceanic;;;;;;
6921;ttv;Titan;Titan language;;poz-aay;Admiralty Islands;;;;;;
6922;ttw;Long Wat;Long Wat language;;poz-swa;North Sarawakan;;;;;Tutoh;
6923;tty;Sikaritai;Sikaritai language;;paa-lkp;Lakes Plain;;;;;;
6924;ttz;Tsum;Tsum language;;sit-kyk;Kyirong-Kagate;;;;;;
6925;tua;Wiarumus;Wiarumus language;;qfa-tor;Torricelli;;;;Latn;;
6926;tub;Tübatulabal;Tübatulabal language;;azc;Uto-Aztecan;;;;Latn;;
6927;tuc;Mutu;Mutu language;;poz-ocw;Western Oceanic;;;;Latn;;
6928;tud;Tuxá;Tuxá language;;;;;;;;
6929;tue;Tuyuca;Tuyuca language;;sai-tuc;Tucanoan;;;;Latn;;
6930;tuf;Central Tunebo;Central Tunebo language;;cba;Chibchan;;;;;;
6931;tug;Tunia;Tunia language;;alv-bua;Bua;;;;;;
6932;tuh;Taulil;Taulil language;;paa-bng;Baining;;;;;;
6933;tui;Tupuri;Tupuri language;;alv-mbm;Mbum;;;;Latn;;
