line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
6934;tuj;Tugutil;Tugutil language;;paa-nha;North Halmahera;;;;;;
6935;tul;Tula;Tula language;;alv-wjk;Waja-Kam;;;;;;
6936;tum;Tumbuka;Tumbuka language;;bnt-nys;Nyasa;;;;Latn;;
6937;tun;Tunica;Tunica language;;qfa-iso;isolate;;;;Latn;;
6938;tuo;Tucano;Tucano language;;sai-tuc;Tucanoan;;;;Latn;;
6939;tup-gua-pro;Proto-Tupi-Guarani;Proto-Tupi-Guarani language;reconstructed;tup-gua;Tupi-Guarani;;;exceptional;Latinx;;
6940;tup-kab;Kabishiana;Kabishiana language;;tup;Tupian;;;exceptional;Latn;;
6941;tup-pro;Proto-Tupian;Proto-Tupian language;reconstructed;tup;Tupian;;;exceptional;Latinx;;
6942;tuq;Tedaga;Tedaga language;;ssa-sah;Saharan;;;;;Teda;
6943;tus;Tuscarora;Tuscarora language;;iro-nor;North Iroquoian;;;;Latinx;;
6944;tuu;Tututni;Tututni language;;ath-pco;Pacific Coast Athabaskan;;;;Latn;;
6945;tuv;Turkana;Turkana language;;sdv-ttu;Teso-Turkana;;;;Latn;;
6946;tuw-kkl;Kyakala;Kyakala language;;tuw;Tungusic;;;exceptional;Latn,Hani;;
6947;tuw-pro;Proto-Tungusic;Proto-Tungusic language;reconstructed;tuw;Tungusic;;;exceptional;Latinx;;
6948;tuw-sol;Solon;Solon language;;tuw;Tungusic;;;exceptional;;;
6949;tux;Tuxináwa;Tuxináwa language;;sai-pan;Panoan;;;;Latn;;
6950;tuy;Tugen;Tugen language;;sdv-nma;Nandi-Markweta;;;;;;
6951;tuz;Turka;Turka language;;nic-gur;Gur;;;;Latn;;
6952;tva;Vaghua;Vaghua language;;poz-ocw;Western Oceanic;;;;Latn;;
6953;tvd;Tsuvadi;Tsuvadi language;;nic-kam;Kambari;;;;;;
6954;tve;Te'un;Te'un language;;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;;
6955;tvk;Southeast Ambrym;Southeast Ambrym language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
6956;tvl;Tuvaluan;Tuvaluan language;;poz-pnp;Nuclear Polynesian;;;;Latn;;
6957;tvm;Tela-Masbuar;Tela-Masbuar language;;poz-tim;Timoric;;;;;;
6958;tvn;Tavoyan;Tavoyan language;;tbq-brm;Burmish;;;;Mymr;;
6959;tvo;Tidore;Tidore language;;paa-nha;North Halmahera;;;;Latn,Arab;;
6960;tvs;Taveta;Taveta language;;bnt-par;Pare;;;;;;
6961;tvt;Tutsa Naga;Tutsa Naga language;;sit-tno;Tangsa-Nocte;;;;;;
6962;tvu;Tunen;Tunen language;;nic-mbw;West Mbam;;;;;Tunen-Aling'a;
6963;tvw;Sedoa;Sedoa language;;poz-kal;Kaili-Pamona;;;;;;
6964;tvx;Taivoan;Taivoan language;;map;Austronesian;;;;Latn;;
6965;tvy;Timor Pidgin;Timor Pidgin language;;crp;creole or pidgin;;;;;Bidau Creole Portuguese;
6966;twa;Twana;Twana language;;sal;Salishan;;;;;;
6967;twb;Western Tawbuid;Western Tawbuid language;;phi;Philippine;;;;;;
6968;twc;Teshenawa;Teshenawa language;;phi;Philippine;;;;;;
6969;twe;Teiwa;Teiwa language;;ngf;Trans-New Guinea;;;;Latn;Tewa;
6970;twf;Taos;Taos language;;nai-kta;Kiowa-Tanoan;;;;Latn;Northern Tiwa;
6971;twg;Tereweng;Tereweng language;;qfa-tap;Timor-Alor-Pantar;;;;;;
6972;twh;Tai Dón;Tai Dón language;;tai-swe;Southwestern Tai;sortkey;;;Tavt;Tai Khao,White Tai;
6973;twm;Tawang Monpa;Tawang Monpa language;;sit-ebo;East Bodish;;;;;;
6974;twn;Twendi;Twendi language;;nic-mmb;Mambiloid;;;;;;
6975;two;Tswapong;Tswapong language;;bnt-sts;Sotho-Tswana;;;;;;
6976;twp;Ere;Ere language;;poz-aay;Admiralty Islands;;;;Latn;;
6977;twq;Tasawaq;Tasawaq language;;son;Songhay;;;;;;
6978;twr;Southwestern Tarahumara;Southwestern Tarahumara language;;azc-trc;Taracahitic;;;;Latn;;
6979;twt;Turiwára;Turiwára language;;tup-gua;Tupi-Guarani;;;;Latn;;
6980;twu;Termanu;Termanu language;;poz-tim;Timoric;;;;;;
6981;tww;Tuwari;Tuwari language;;paa-spk;Sepik;;;;;;
6982;twy;Tawoyan;Tawoyan language;;poz-bre;East Barito;;;;;Taboyan;
6983;txa;Tombonuo;Tombonuo language;;poz-san;Sabahan;;;;;;
6984;txb;Tocharian B;Tocharian B language;;ine-toc;Tocharian;;;;Latn;West Tocharian,Kuchean;standard characters
6985;txc;Tsetsaut;Tsetsaut language;;ath-nor;North Athabaskan;;;;Latn;;
6986;txe;Totoli;Totoli language;;poz-tot;Tomini-Tolitoli;;;;Latn;;
6987;txg;Tangut;Tangut language;;sit-qia;Qiangic;;;;Tang;;
6988;txh;Thracian;Thracian language;;ine;Indo-European;;;;Latn,Grek;;
6989;txi;Ikpeng;Ikpeng language;;sai-pek;Pekodian;;;;Latn;;
6990;txj;Tarjumo;Tarjumo language;;ssa-sah;Saharan;;;;Latn,Arab;;
6991;txm;Tomini;Tomini language;;poz;Malayo-Polynesian;;;;;;
6992;txn;West Tarangan;West Tarangan language;;poz;Malayo-Polynesian;;;;;;
6993;txo;Toto;Toto language;;sit-dhi;Dhimalish;;;;;;
6994;txq;Tii;Tii language;;poz-tim;Timoric;;;;;;
6995;txr;Tartessian;Tartessian language;;;;;;;;
6996;txs;Tonsea;Tonsea language;;phi;Philippine;;;;;;
6997;txt;Citak;Citak language;;ngf;Trans-New Guinea;;;;;;
6998;txu;Kayapó;Kayapó language;;sai-nje;Northern Jê;;;;Latn;;
6999;txx;Tatana;Tatana language;;poz-san;Sabahan;;;;;;
7000;ty;Tahitian;Tahitian language;;poz-pep;Eastern Polynesian;;;;Latn;;
7001;tya;Tauya;Tauya language;;ngf-mad;Madang;;;;;;
7002;tye;Kyenga;Kyenga language;;dmn-bbu;Bisa-Busa;;;;Latn;;
7003;tyh;O'du;O'du language;;mkh;Mon-Khmer;;;;;;
7004;tyi;Teke-Tsaayi;Teke-Tsaayi language;;bnt-nze;Nzebi;;;;;;
7005;tyj;Tai Do;Tai Do language;;tai-nor;Northern Tai;;;;;;
7006;tyl;Thu Lao;Thu Lao language;;tai-cen;Central Tai;;;;;;
7007;tyn;Kombai;Kombai language;;ngf;Trans-New Guinea;;;;;;
7008;typ;Kuku-Thaypan;Kuku-Thaypan language;;aus-pmn;Paman;;;;Latn;Gugu Thaypan,Thaypan,Kuku Thaypan,Agu Alaya,Awu Alaya,Alaya,Gugu-Rarmul,Koko-Rarmul,Rarmul;
7009;tyr;Tai Daeng;Tai Daeng language;;tai-swe;Southwestern Tai;;;;Tavt;;
7010;tys;Sapa;Sapa language;;tai-sap;Sapa-Southwestern Tai;;;;Latn;Sa Pa,Tày Sa Pa,Tai Sapa;
7011;tyt;Tày Tac;Tày Tac language;;tai-swe;Southwestern Tai;;;;;;
7012;tyu;Kua;Kua language;;khi-kal;Kalahari Khoe;;;;;;
7013;tyv;Tuvan;Tuvan language;;trk-sib;Siberian Turkic;;;;Cyrl;Tyvan;
7014;tyx;Teke-Tyee;Teke-Tyee language;;bnt-nze;Nzebi;;;;;;
7015;tyz;Tày;Tày language;;tai-tay;Tày;;;;Latn,Hani;;
7016;tza;Tanzanian Sign Language;Tanzanian Sign Language;;sgn;sign;;;;;;
7017;tzh;Tzeltal;Tzeltal language;;myn;Mayan;;;;Latn;;
7018;tzj;Tz'utujil;Tz'utujil language;;myn;Mayan;;;;Latn;Tzutujil;
7019;tzl;Talossan;Talossan language;appendix-constructed;art;constructed;sortkey;;;Latn;;
7020;tzm;Central Atlas Tamazight;Central Atlas Tamazight language;;ber;Berber;;;;Tfng,Arab,Latn;;
7021;tzn;Tugun;Tugun language;;poz-tim;Timoric;;;;;;
7022;tzo;Tzotzil;Tzotzil language;;myn;Mayan;;;;Latn;;
7023;tzx;Tabriak;Tabriak language;;paa-lsp;Lower Sepik;;;;Latn;Karawari;
7024;uam;Uamué;Uamué language;;;;;;;;
7025;uan;Kuan;Kuan language;;;;;;;;
7026;uar;Tairuma;Tairuma language;;ngf;Trans-New Guinea;;;;;;
7027;uba;Ubang;Ubang language;;nic-ben;Bendi;;;;Latn;;
7028;ubi;Ubi;Ubi language;;;;;;;;
7029;ubl;Buhi'non Bikol;Buhi'non Bikol language;;phi;Philippine;;;;;;
7030;ubr;Ubir;Ubir language;;poz-ocw;Western Oceanic;;;;Latn;;
7031;ubu;Umbu-Ungu;Umbu-Ungu language;;ngf;Trans-New Guinea;;;;;;
7032;uby;Ubykh;Ubykh language;;cau-nwc;Northwest Caucasian;;;;Latn,Cyrl;;
7033;uda;Uda;Uda language;;nic-lcr;Lower Cross River;;;;;;
7034;ude;Udihe;Udihe language;;tuw;Tungusic;;;;Cyrl;Udege,Udekhe,Udeghe;
7035;udg;Muduga;Muduga language;;dra;Dravidian;;;;;;
7036;udi;Udi;Udi language;;cau-nec;Northeast Caucasian;;;;Cyrl,Latn,Armn,Geor;;
7037;udj;Ujir;Ujir language;;poz-cet;Central-Eastern Malayo-Polynesian;;;;;;
7038;udl;Uldeme;Uldeme language;;cdc-cbm;Central Chadic;;;;;;
7039;udm;Udmurt;Udmurt language;;urj-prm;Permic;;;;Cyrl;;
7040;udu;Uduk;Uduk language;;ssa-kom;Koman;;;;;;
7041;ues;Kioko;Kioko language;;;;;;;;
7042;ufi;Ufim;Ufim language;;ngf-fin;Finisterre;;;;Latn;;
7043;ug;Uyghur;Uyghur language;;trk-kar;Karluk;;;;ug-Arab,Latn,Cyrl;;
7044;uga;Ugaritic;Ugaritic language;;sem-nwe;Northwest Semitic;;;;Ugar;;
7045;ugb;Kuku-Ugbanh;Kuku-Ugbanh language;;;;;;;;
7046;uge;Ughele;Ughele language;;poz-ocw;Western Oceanic;;;;;;
7047;ugn;Ugandan Sign Language;Ugandan Sign Language;;sgn;sign;;;;;;
7048;ugo;Gong;Gong language;;tbq-lob;Lolo-Burmese;sortkey;;;Thai;Ugong;
7049;ugy;Uruguayan Sign Language;Uruguayan Sign Language;;sgn;sign;;;;;;
7050;uha;Uhami;Uhami language;;alv-nwd;Northwestern Edoid;;;;Latn;;
7051;uhn;Damal;Damal language;;;;;;;;
7052;uis;Uisai;Uisai language;;paa-sbo;South Bougainville;;;;;;
7053;uiv;Iyive;Iyive language;;nic-tvc;Central Tivoid;;;;Latn;;
7054;uji;Tanjijili;Tanjijili language;;nic-pls;South Plateau;;;;;;
7055;uk;Ukrainian;Ukrainian language;;zle;East Slavic;;autodetect;;Cyrl;;standard characters
7056;uka;Kaburi;Kaburi language;;;;;;;;
7057;ukg;Ukuriguma;Ukuriguma language;;ngf-mad;Madang;;;;;;
7058;ukh;Ukhwejo;Ukhwejo language;;bnt-bek;Bekwilic;;;;;;
7059;ukk;Muak Sa-aak;Muak Sa-aak language;;mkh-pal;Palaungic;;;;;Muak;
7060;ukl;Ukrainian Sign Language;Ukrainian Sign Language;;sgn;sign;;;;;;
7061;ukp;Ukpe-Bayobiri;Ukpe-Bayobiri language;;nic-ben;Bendi;;;;Latn;;
7062;ukq;Ukwa;Ukwa language;;nic-ief;Ibibio-Efik;;;;;;
7063;uks;Kaapor Sign Language;Kaapor Sign Language;;sgn;sign;;;;;;
7064;uku;Ukue;Ukue language;;alv-nwd;Northwestern Edoid;;;;Latn;;
7065;ukw;Ukwuani-Aboh-Ndoni;Ukwuani-Aboh-Ndoni language;;alv;Atlantic-Congo;;;;Latn;;
7066;uky;Kuuk Yak;Kuuk Yak language;;aus-psw;Southwest Pama-Nyungan;;;;Latn;;
7067;ula;Fungwa;Fungwa language;;nic-shi;Shiroro;;;;;Ula,Ura;
7068;ulb;Olukumi;Olukumi language;;alv-yor;Yoruboid;;;;;;
7069;ulc;Ulch;Ulch language;;tuw;Tungusic;;;;Cyrl,Latn;;
7070;ule;Lule;Lule language;;;;;;Latn;;
7071;ulf;Afra;Afra language;;paa-pau;Pauwasi;;;;;;
7072;uli;Ulithian;Ulithian language;;poz-mic;Micronesian;;;;;;
7073;ulk;Meriam;Meriam language;;ngf;Trans-New Guinea;;;;Latn;;
7074;ull;Ullatan;Ullatan language;;dra;Dravidian;;;;;;
7075;ulm;Ulumanda';Ulumanda' language;;;;;;;;
7076;uln;Unserdeutsch;Unserdeutsch language;;crp;creole or pidgin;;;;Latn;Rabaul Creole German;
7077;ulu;Uma' Lung;Uma' Lung language;;poz-swa;North Sarawakan;;;;;;
7078;ulw;Ulwa;Ulwa language;;;;;;;;
7079;uma;Umatilla;Umatilla language;;nai-shp;Sahaptian;;;;Latn;;
7080;umb;Umbundu;Umbundu language;;bnt;Bantu;;;;Latn;South Mbundu;
7081;umc;Marrucinian;Marrucinian language;;itc;Italic;;;;Latn,Ital;;
7082;umd;Umbindhamu;Umbindhamu language;;aus-pmn;Paman;;;;;;
7083;umg;Umbuygamu;Umbuygamu language;;aus-pmn;Paman;;;;;;
7084;umi;Ukit;Ukit language;;;;;;;;
7085;umm;Umon;Umon language;;nic-ucn;North-South Upper Cross River;;;;Latn;;
7086;umn;Makyan Naga;Makyan Naga language;;sit-kch;Konyak-Chang;;;;;;
7087;umo;Umotína;Umotína language;;sai-mje;Macro-Jê;;;;;;
7088;ump;Umpila;Umpila language;;aus-pmn;Paman;;;;Latn;;
7089;umr;Umbugarla;Umbugarla language;;;;;;;;
7090;ums;Pendau;Pendau language;;poz-tot;Tomini-Tolitoli;;;;;;
7091;umu;Munsee;Munsee language;;del;Lenape;;autodetect;;Latn;;
7092;una;North Watut;North Watut language;;poz-ocw;Western Oceanic;;;;Latn;;
7093;und;Undetermined;Undetermined language;;qfa-not;not a family;;;;Zyyy;;
7094;und-isa;Isaurian;Isaurian language;;;;;exceptional;;;
7095;und-kas;Kassite;Kassite language;;;;;exceptional;Xsux;;
7096;und-mil;Milang;Milang language;;;;;exceptional;Deva,Latn;;
7097;und-mmd;Mimi of Decorse;Mimi of Decorse language;;;;;exceptional;Latn;Mimi of Gaudefroy-Demombynes,Mimi-D;
7098;und-mmn;Mimi of Nachtigal;Mimi of Nachtigal language;;;;;exceptional;Latn;Mimi-N;
7099;und-phi;Philistine;Philistine language;;;;;exceptional;Phnx;;
7100;und-wji;Western Jicaque;Western Jicaque language;;hok;Hokan;;;exceptional;Latn;Jicaque of El Palmar,Sula;
7101;une;Uneme;Uneme language;;alv-yek;Yekhee;;;;Latn;;
7102;ung;Ngarinyin;Ngarinyin language;;aus-wor;Worrorran;;;;Latn;Ungarinjin;
7103;unk;Enawené-Nawé;Enawené-Nawé language;;awd;Arawakan;;;;Latn;;
7104;unm;Unami;Unami language;;del;Lenape;;;;Latn;;
7105;unn;Kurnai;Kurnai language;;aus-pam;Pama-Nyungan;;;;Latn;Gunai,Gaanay,Ganai,Gunnai',Kurnay,Bidhawal,Birrdhawal,Muk-thang,Nulit,Thangquai;
7106;unr;Mundari;Mundari language;;mun;Munda;;;;Deva;;
7107;unu;Unubahe;Unubahe language;;;;;;;;
7108;unx;Munda;Munda language;;mun;Munda;;;;Latn;;
7109;unz;Unde Kaili;Unde Kaili language;;poz-kal;Kaili-Pamona;;;;Latn;Banava,Ndepuu,West Kaili,Lole,Ganti;
7110;uok;Uokha;Uokha language;;alv-edo;Edoid;;;;Latn;;
7111;uon;Kulon;Kulon language;;map;Austronesian;;;;Latn;;
7112;upi;Umeda;Umeda language;;paa-brd;Border;;;;;;
7113;upv;Uripiv-Wala-Rano-Atchin;Uripiv-Wala-Rano-Atchin language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
7114;ur;Urdu;Urdu language;;inc-hnd;Hindustani;;autodetect;;ur-Arab;;
7115;ura;Urarina;Urarina language;;;;;;;;
7116;urb;Urubú-Kaapor;Urubú-Kaapor language;;tup-gua;Tupi-Guarani;;;;Latn;Ka'apor,Kaaporté;
7117;urc;Urningangg;Urningangg language;;;;;;;;
7118;ure;Uru;Uru language;;;;;;;;
7119;urf;Uradhi;Uradhi language;;aus-pam;Pama-Nyungan;;;;Latn;;
7120;urg;Urigina;Urigina language;;ngf;Trans-New Guinea;;;;Latn;;
7121;urh;Urhobo;Urhobo language;;alv-swd;Southwestern Edoid;;;;Latn;;
7122;uri;Urim;Urim language;;qfa-tor;Torricelli;;;;Latn;;
7123;urj-mdv-pro;Proto-Mordvinic;Proto-Mordvinic language;reconstructed;urj-mdv;Mordvinic;;;exceptional;Latn;;
7124;urj-prm-pro;Proto-Permic;Proto-Permic language;reconstructed;urj-prm;Permic;;;exceptional;Latn;;
7125;urj-pro;Proto-Uralic;Proto-Uralic language;reconstructed;urj;Uralic;;;exceptional;Latinx;Proto-Finno-Ugric,Proto-Finno-Permic;
7126;urj-ugr-pro;Proto-Ugric;Proto-Ugric language;reconstructed;urj-ugr;Ugric;;;exceptional;Latinx;;
7127;urk;Urak Lawoi';Urak Lawoi' language;;poz-mly;Malayic;sortkey;;;Thai;;
7128;url;Urali;Urali language;;dra;Dravidian;;;;Knda;;
7129;urm;Urapmin;Urapmin language;;ngf-okk;Ok;;;;;;
7130;urn;Uruangnirin;Uruangnirin language;;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;;
7131;uro;Ura (New Guinea);Ura (New Guinea) language;;paa-bng;Baining;;;;Latn;Ura (Papua New Guinea);
7132;urp;Uru-Pa-In;Uru-Pa-In language;;tup-gua;Tupi-Guarani;;;;Latn;;
7133;urr;Lehalurup;Lehalurup language;;;;;;;;
7134;urt;Urat;Urat language;;qfa-tor;Torricelli;;;;Latn;;
7135;uru;Urumi;Urumi language;;tup;Tupian;;;;Latn;;
7136;urv;Uruava;Uruava language;;poz-ocw;Western Oceanic;;;;Latn;;
7137;urw;Sop;Sop language;;ngf-mad;Madang;;;;Latn;Sob,Sopu,Usino,Usina,Usion;
7138;urx;Urimo;Urimo language;;qfa-tor;Torricelli;;;;Latn;;
7139;ury;Orya;Orya language;;paa-tkw;Tor-Kwerba;;;;Latn;;
7140;urz;Uru-Eu-Wau-Wau;Uru-Eu-Wau-Wau language;;tup-gua;Tupi-Guarani;;;;Latn;;
7141;usa;Usarufa;Usarufa language;;paa-kag;Kainantu-Goroka;;;;Latn;;
7142;ush;Ushojo;Ushojo language;;inc-dar;Dardic;;;;;;
7143;usi;Usui;Usui language;;;;;;;;
7144;usk;Usaghade;Usaghade language;;nic-lcr;Lower Cross River;;;;Latn;;
7145;usp;Uspanteco;Uspanteco language;;myn;Mayan;;;;Latn;;
7146;uss;Saare;Saare language;;nic-knn;Northwest Kainji;;;;Latn;us-Saare,Hun-Saare,Duka;
7147;usu;Uya;Uya language;;;;;;;;
7148;uta;Otank;Otank language;;nic-tvc;Central Tivoid;;;;Latn;;
7149;ute;Ute;Ute language;;azc-num;Numic;;;;Latn;Southern Paiute,Colorado River Numic,Chemehuevi;
7150;uth;Hun;Hun language;;nic-knn;Northwest Kainji;;;;Latn;ut-Hun,Hun-Saare,Duka;
7151;utp;Aba;Aba language;;poz-oce;Oceanic;;;;Latn;Amba,Nebao,Nembao;
7152;utr;Etulo;Etulo language;;alv-ido;Idomoid;;;;Latn;;
7153;utu;Utu;Utu language;;ngf-mad;Madang;;;;;;
7154;uum;Urum;Urum language;;trk-kcu;Kipchak-Cuman;;;;Cyrl;;
7155;uun;Kulon-Pazeh;Kulon-Pazeh language;;map;Austronesian;;;;Latn;Pazeh,Pazih,Kulun,Kulon;
7156;uur;Ura (Vanuatu);Ura (Vanuatu) language;;poz-oce;Oceanic;;;;Latn;;
7157;uuu;U;U language;;mkh-pal;Palaungic;;;;;P'uman;
7158;uve;West Uvean;West Uvean language;;poz-pnp;Nuclear Polynesian;;;;Latn;Uvean,Faga Ouvéa,Fagauvea;
7159;uvh;Uri;Uri language;;ngf-fin;Finisterre;;;;Latn;;
7160;uvl;Lote;Lote language;;poz-ocw;Western Oceanic;;;;Latn;;
7161;uwa;Kuku-Uwanh;Kuku-Uwanh language;;aus-pmn;Paman;;;;;;
7162;uya;Doko-Uyanga;Doko-Uyanga language;;nic-ucr;Upper Cross River;;;;Latn;;
7163;uz;Uzbek;Uzbek language;;trk-kar;Karluk;;;;Latn,Cyrl,fa-Arab;;
7164;vaa;Vaagri Booli;Vaagri Booli language;;;;;;;;
7165;vae;Vale;Vale language;;csu-val;Vale;;;;;;
7166;vag;Vagla;Vagla language;;nic-gnw;Western Gurunsi;;;;;;
7167;vah;Varhadi;Varhadi language;;inc-sou;Southern Indo-Aryan;;;;Deva,Modi;;
7168;vai;Vai;Vai language;;dmn-vak;Vai-Kono;;;;Vaii;Gallinas,Vy;
7169;vaj;Sekele;Sekele language;;;;;;;Sekela,Vasekele,Vasekela,Vasekela Bushman,ǃ'OǃKung;
7170;val;Vehes;Vehes language;;;;;;;;
7171;vam;Vanimo;Vanimo language;;paa-msk;Sko;;;;;;
7172;van;Valman;Valman language;;qfa-tor;Torricelli;;;;;;
7173;vao;Vao;Vao language;;poz-vnc;North-Central Vanuatu;;;;;;
7174;vap;Vaiphei;Vaiphei language;;tbq-kuk;Kukish;;;;;;
7175;var;Huarijio;Huarijio language;;azc-trc;Taracahitic;;;;Latn;Guarijío,Varihío,Warihío;
7176;vas;Vasavi;Vasavi language;;;;;;;;
7177;vau;Vanuma;Vanuma language;;bnt-nya;Nyali;;;;;;
7178;vav;Varli;Varli language;;inc-sou;Southern Indo-Aryan;;;;Deva,Gujr;Warli;
7179;vay;Vayu;Vayu language;;sit-kiw;Western Kiranti;;;;;;
7180;vbb;Southeast Babar;Southeast Babar language;;poz-tim;Timoric;;;;;;
7181;vbk;Southwestern Bontoc;Southwestern Bontoc language;;phi;Philippine;;;;Latn;Southwestern Bontok;
7182;ve;Venda;Venda language;;bnt-bso;Southern Bantu;;;;Latn;;
7183;vec;Venetian;Venetian language;;roa;Romance;;;;Latn;;
7184;ved;Veddah;Veddah language;;;;;;;;
7185;vem;Vemgo-Mabas;Vemgo-Mabas language;;;;;;;;
7186;veo;Ventureño;Ventureño language;;nai-chu;Chumashan;;;;Latn;;
7187;vep;Veps;Veps language;;fiu-fin;Finnic;;;;Latn;;
7188;ver;Mom Jango;Mom Jango language;;alv-dur;Duru;;;;;;
7189;vgr;Vaghri;Vaghri language;;inc-bhi;Bhil;;;;Gujr;;
7190;vgt;Flemish Sign Language;Flemish Sign Language;;sgn;sign;;;;;;
7191;vi;Vietnamese;Vietnamese language;;mkh-vie;Vietic;sortkey;;;Latn,Hani;;
7192;vic;Virgin Islands Creole;Virgin Islands Creole language;;crp;creole or pidgin;;;;Latn;;
7193;vid;Vidunda;Vidunda language;;bnt-ruv;Ruvu;;;;;;
7194;vif;Vili;Vili language;;bnt-kng;Kongo;;;;;;
7195;vig;Viemo;Viemo language;;alv-sav;Savanna;;;;;;
7196;vil;Vilela;Vilela language;;;;;;;;
7197;vis;Vishavan;Vishavan language;;dra;Dravidian;;;;;;
7198;vit;Viti;Viti language;;nic-grf;Grassfields;;;;;;
7199;viv;Iduna;Iduna language;;poz-ocw;Western Oceanic;;;;;;
7200;vka;Kariyarra;Kariyarra language;;aus-nga;Ngayarda;;;;Latn;;
7201;vki;Ija-Zuba;Ija-Zuba language;;nic-pls;South Plateau;;;;;;
7202;vkj;Kujarge;Kujarge language;;;;;;;;
7203;vkk;Kaur;Kaur language;;;;;;;;
7204;vkl;Kulisusu;Kulisusu language;;poz-btk;Bungku-Tolaki;;;;;;
7205;vkm;Kamakan;Kamakan language;;sai-mje;Macro-Jê;;;;Latn;Kamakã,Ezeshio,Kotoxó,Kotoxo,Mongoyó,Mangaló;
7206;vko;Kodeoha;Kodeoha language;;;;;;;;
7207;vkp;Korlai Creole Portuguese;Korlai Creole Portuguese language;;crp;creole or pidgin;;;;Latn;;
7208;vkt;Tenggarong Kutai Malay;Tenggarong Kutai Malay language;;;;;;;;
7209;vku;Kurrama;Kurrama language;;aus-nga;Ngayarda;;;;Latn;;
7210;vlp;Valpei;Valpei language;;poz-vnc;North-Central Vanuatu;;;;;;
7211;vls;West Flemish;West Flemish language;;gmw;West Germanic;;;;Latn;;
7212;vma;Martuthunira;Martuthunira language;;aus-nga;Ngayarda;;;;Latn;;
7213;vmb;Mbabaram;Mbabaram language;;aus-pam;Pama-Nyungan;;;;Latn;;
7214;vmc;Juxtlahuaca Mixtec;Juxtlahuaca Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
7215;vmd;Mudu Koraga;Mudu Koraga language;;dra;Dravidian;;;;Knda;;
7216;vme;East Masela;East Masela language;;poz-tim;Timoric;;;;;;
7217;vmf;East Franconian;East Franconian language;;gmw;West Germanic;sortkey;;;Latn;Ansbachisch,Eastern Franconian,Hohenlohisch,Main Franconian,Mainfränkisch,Nürnbergisch,Oberfränkisch,Upper Franconian,Vogtländisch;
7218;vmg;Minigir;Minigir language;;poz-ocw;Western Oceanic;;;;Latn;Lungalunga;
7219;vmh;Maraghei;Maraghei language;;xme-ttc;Tatic;;;;;;
7220;vmi;Miwa;Miwa language;;aus-wor;Worrorran;;;;;;
7221;vmj;Ixtayutla Mixtec;Ixtayutla Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
7222;vmk;Makhuwa-Shirima;Makhuwa-Shirima language;;bnt-mak;Makua;;;;Latn;;
7223;vml;Malgana;Malgana language;;aus-psw;Southwest Pama-Nyungan;;;;Latn;;
7224;vmm;Mitlatongo Mixtec;Mitlatongo Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
7225;vmp;Soyaltepec Mazatec;Soyaltepec Mazatec language;;;;;;Latn;;
7226;vmq;Soyaltepec Mixtec;Soyaltepec Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
7227;vmr;Marenje;Marenje language;;bnt-mak;Makua;;;;;;
7228;vmu;Muluridyi;Muluridyi language;;;;;;;;
7229;vmv;Valley Maidu;Valley Maidu language;;nai-mdu;Maiduan;;;;Latn;;
7230;vmw;Makhuwa;Makhuwa language;;bnt-mak;Makua;;;;Latn;;
7231;vmx;Tamazola Mixtec;Tamazola Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
7232;vmy;Ayautla Mazatec;Ayautla Mazatec language;;;;;;Latn;;
7233;vmz;Mazatlán Mazatec;Mazatlán Mazatec language;;omq-maz;Mazatecan;;;;Latn;;
7234;vnk;Lovono;Lovono language;;poz-oce;Oceanic;;;;;;
7235;vnm;Neve'ei;Neve'ei language;;poz-vnc;North-Central Vanuatu;;;;;;
7236;vnp;Vunapu;Vunapu language;;poz-vnc;North-Central Vanuatu;;;;;;
7237;vo;Volapük;Volapük language;;art;constructed;;;;Latn;;
7238;vor;Voro;Voro language;;alv-yun;Yungur;;;;;;
7239;vot;Votic;Votic language;;fiu-fin;Finnic;;;;Latn;;
7240;vra;Vera'a;Vera'a language;;;;;;Latn;;
7241;vro;Võro;Võro language;;fiu-fin;Finnic;;;;Latn;;
7242;vrs;Varisi;Varisi language;;poz-ocw;Western Oceanic;;;;;;
7243;vrt;Banam Bay;Banam Bay language;;poz-vnc;North-Central Vanuatu;;;;;;
7244;vsi;Moldova Sign Language;Moldova Sign Language;;sgn;sign;;;;;;
7245;vsl;Venezuelan Sign Language;Venezuelan Sign Language;;sgn;sign;;;;;;
7246;vsv;Valencian Sign Language;Valencian Sign Language;;sgn;sign;;;;;;
7247;vto;Vitou;Vitou language;;paa-tkw;Tor-Kwerba;;;;;;
7248;vum;Vumbu;Vumbu language;;bnt-sir;Sira;;;;;;
7249;vun;Vunjo;Vunjo language;;bnt-chg;Chaga;;;;Latn;KiVunjo,Wunjo,Chaga,KiVunjo Chaga,Central Kilimanjaro,Central Chaga;
